捏,1.000000,1
无,0.500000,2
哪,0.500000,2
谁,0.454545,11
咯,0.500000,2
没,0.096774,31
吗,0.230769,26
神马,0.500000,2
非,0.250000,4
不如,1.000000,1
不了,0.666667,3
不,0.484375,64
不是,0.196429,56
不要,0.166667,18
啥,0.333333,3
搞不懂,0.500000,2
哪里,0.500000,4
不会,0.157895,19
木有,0.500000,2
别,0.090909,11
什么,0.200000,25
不能,0.400000,10
还没,0.200000,5
没有,0.351351,37
怎么,0.083333,12
不堪,1.000000,1
